transaction_id,customer_id,campaign_id,transaction_amount,clicks,impressions,conversions,transaction_date
15168,1657,177,201.02,1,12,0,2024-09-23 23:00:00
15169,5471,934,10.15,7,45,0,2024-09-24 00:00:00
15170,12038,332,17.21,2,35,0,2024-09-24 01:00:00
15171,8959,179,46.14,5,50,0,2024-09-24 02:00:00
15172,12202,58,59.51,6,39,0,2024-09-24 03:00:00
15173,5242,152,60.05,2,46,0,2024-09-24 04:00:00
15174,10427,381,73.79,0,45,0,2024-09-24 05:00:00
15175,382,590,19.62,3,13,1,2024-09-24 06:00:00
15176,295,810,27.82,3,48,1,2024-09-24 07:00:00
15177,14259,839,48.62,1,44,0,2024-09-24 08:00:00
15178,55,756,17.64,3,49,0,2024-09-24 09:00:00
15179,5547,916,93.39,1,22,0,2024-09-24 10:00:00
15180,16464,221,86.76,3,24,0,2024-09-24 11:00:00
15181,9705,120,67.3,3,37,0,2024-09-24 12:00:00
15182,11995,172,30.19,1,18,0,2024-09-24 13:00:00
15183,15632,310,53.57,1,34,0,2024-09-24 14:00:00
15184,15621,943,10.26,4,26,1,2024-09-24 15:00:00
15185,5371,263,55.82,1,47,0,2024-09-24 16:00:00
15186,2344,261,12.55,4,35,1,2024-09-24 17:00:00
15187,12236,740,22.47,1,29,0,2024-09-24 18:00:00
15188,3907,481,31.41,3,41,0,2024-09-24 19:00:00
15189,4835,631,61.85,3,18,0,2024-09-24 20:00:00
15190,17283,692,23.85,2,44,0,2024-09-24 21:00:00
15191,11517,333,16.99,4,20,0,2024-09-24 22:00:00
15192,3999,672,44.3,6,30,0,2024-09-24 23:00:00
15193,1513,485,79.48,1,47,0,2024-09-25 00:00:00
15194,1821,101,34.76,1,43,0,2024-09-25 01:00:00
15195,2816,795,107.72,1,47,0,2024-09-25 02:00:00
15196,2022,690,151.73,2,31,0,2024-09-25 03:00:00
15197,3251,962,72.6,3,16,0,2024-09-25 04:00:00
15198,13002,889,92.39,3,37,0,2024-09-25 05:00:00
15199,16414,623,50.39,5,38,0,2024-09-25 06:00:00
15200,994,205,52.91,2,9,0,2024-09-25 07:00:00
15201,13756,934,11.87,6,7,0,2024-09-25 08:00:00
15202,1287,696,47.84,3,41,0,2024-09-25 09:00:00
15203,11996,447,47.5,3,15,1,2024-09-25 10:00:00
15204,7438,158,50.97,3,9,0,2024-09-25 11:00:00
15205,15409,558,22.69,1,30,0,2024-09-25 12:00:00
15206,9250,454,34.48,2,26,0,2024-09-25 13:00:00
15207,10480,323,158.8,2,14,0,2024-09-25 14:00:00
15208,1941,563,105.54,2,17,0,2024-09-25 15:00:00
15209,6832,734,40.21,1,5,0,2024-09-25 16:00:00
15210,18746,315,37.09,0,7,0,2024-09-25 17:00:00
15211,5575,757,86.54,3,15,0,2024-09-25 18:00:00
15212,157,467,35.38,3,22,1,2024-09-25 19:00:00
15213,19337,315,55.89,6,12,0,2024-09-25 20:00:00
15214,17615,50,112.4,3,44,0,2024-09-25 21:00:00
15215,1190,768,20.74,4,39,0,2024-09-25 22:00:00
15216,14095,848,77.66,6,18,0,2024-09-25 23:00:00
15217,7695,196,308.87,2,42,0,2024-09-26 00:00:00
15218,544,764,11.94,5,28,0,2024-09-26 01:00:00
15219,17960,692,11.5,1,8,0,2024-09-26 02:00:00
15220,14939,941,69.74,2,5,0,2024-09-26 03:00:00
15221,13334,905,39.35,4,31,1,2024-09-26 04:00:00
15222,14760,503,20.12,4,41,0,2024-09-26 05:00:00
15223,17818,832,46.49,2,34,0,2024-09-26 06:00:00
15224,16997,648,120.91,1,49,0,2024-09-26 07:00:00
15225,19025,433,46.99,3,15,0,2024-09-26 08:00:00
15226,7679,439,150.81,5,9,0,2024-09-26 09:00:00
15227,10887,858,52.15,4,19,0,2024-09-26 10:00:00
15228,14721,137,20.3,5,47,0,2024-09-26 11:00:00
15229,8923,249,101.17,5,13,0,2024-09-26 12:00:00
15230,6378,268,33.91,1,18,0,2024-09-26 13:00:00
15231,9678,92,56.27,4,18,0,2024-09-26 14:00:00
15232,7507,709,34.97,6,54,0,2024-09-26 15:00:00
15233,12041,881,37.67,1,16,0,2024-09-26 16:00:00
15234,18155,237,19.51,1,36,0,2024-09-26 17:00:00
15235,13883,976,59.14,3,37,1,2024-09-26 18:00:00
15236,14485,374,28.99,1,6,0,2024-09-26 19:00:00
15237,13182,275,31.59,2,22,0,2024-09-26 20:00:00
15238,404,599,20.79,5,34,1,2024-09-26 21:00:00
15239,12791,520,30.97,4,13,0,2024-09-26 22:00:00
15240,12672,614,96.11,3,19,1,2024-09-26 23:00:00
15241,2081,18,164.42,5,43,0,2024-09-27 00:00:00
15242,9641,538,38.96,5,35,1,2024-09-27 01:00:00
15243,10897,43,79.09,6,46,1,2024-09-27 02:00:00
15244,12152,410,130.14,4,7,1,2024-09-27 03:00:00
15245,6443,489,24.61,3,48,0,2024-09-27 04:00:00
15246,8305,975,17.17,2,34,0,2024-09-27 05:00:00
15247,5102,14,23.94,3,46,0,2024-09-27 06:00:00
15248,9537,893,120.53,4,39,0,2024-09-27 07:00:00
15249,15255,135,28.27,4,24,0,2024-09-27 08:00:00
15250,11304,345,47.3,4,9,0,2024-09-27 09:00:00
15251,15010,770,177.59,4,53,0,2024-09-27 10:00:00
15252,206,688,42.33,3,24,1,2024-09-27 11:00:00
15253,1910,198,32.8,3,12,1,2024-09-27 12:00:00
15254,9173,713,137.82,0,15,0,2024-09-27 13:00:00
15255,9451,184,15.64,1,2,0,2024-09-27 14:00:00
15256,19029,362,71.54,1,19,0,2024-09-27 15:00:00
15257,15452,789,38.19,6,37,1,2024-09-27 16:00:00
15258,9952,715,87.19,2,44,0,2024-09-27 17:00:00
15259,11678,882,41.88,2,42,0,2024-09-27 18:00:00
15260,16424,7,98.81,3,42,0,2024-09-27 19:00:00
15261,6540,224,38.18,5,6,0,2024-09-27 20:00:00
15262,3677,488,18.43,4,41,0,2024-09-27 21:00:00
15263,3969,424,35.44,4,22,0,2024-09-27 22:00:00
15264,11738,923,17.02,3,48,0,2024-09-27 23:00:00
15265,3060,973,12.92,1,44,0,2024-09-28 00:00:00
15266,2354,770,23.87,4,30,0,2024-09-28 01:00:00
15267,9962,141,37.06,3,37,0,2024-09-28 02:00:00
15268,17392,388,16.97,6,14,0,2024-09-28 03:00:00
15269,4028,376,69.18,4,47,1,2024-09-28 04:00:00
15270,7301,580,60.15,2,47,0,2024-09-28 05:00:00
15271,3989,282,91.57,4,46,0,2024-09-28 06:00:00
15272,10817,87,23.85,2,40,0,2024-09-28 07:00:00
15273,1618,788,33.77,3,4,0,2024-09-28 08:00:00
15274,18503,350,63.78,3,36,0,2024-09-28 09:00:00
15275,2369,985,36.08,4,44,0,2024-09-28 10:00:00
15276,12055,185,34.23,2,40,0,2024-09-28 11:00:00
15277,5723,923,31.3,1,2,0,2024-09-28 12:00:00
15278,2492,704,44.32,3,10,1,2024-09-28 13:00:00
15279,10114,788,36.22,2,49,0,2024-09-28 14:00:00
15280,13474,208,49.62,4,33,0,2024-09-28 15:00:00
15281,5480,371,227.49,4,51,0,2024-09-28 16:00:00
15282,16842,516,43.22,1,13,0,2024-09-28 17:00:00
15283,18260,201,84.59,1,50,0,2024-09-28 18:00:00
15284,8880,839,65.2,5,50,1,2024-09-28 19:00:00
15285,6117,687,50.72,3,12,0,2024-09-28 20:00:00
15286,4889,276,77.1,4,7,1,2024-09-28 21:00:00
15287,1220,553,60.71,6,20,1,2024-09-28 22:00:00
15288,4188,617,13.5,4,44,0,2024-09-28 23:00:00
15289,14989,957,78.46,2,47,0,2024-09-29 00:00:00
15290,14597,96,127.76,2,9,0,2024-09-29 01:00:00
15291,10479,65,91.73,3,15,0,2024-09-29 02:00:00
15292,17479,329,33.86,3,12,0,2024-09-29 03:00:00
15293,7867,296,126.39,3,6,1,2024-09-29 04:00:00
15294,11811,723,15.35,2,28,0,2024-09-29 05:00:00
15295,12944,168,33.98,6,29,0,2024-09-29 06:00:00
15296,12596,228,10.25,2,19,0,2024-09-29 07:00:00
15297,19099,610,32.28,4,22,0,2024-09-29 08:00:00
15298,7567,822,12.11,2,19,0,2024-09-29 09:00:00
15299,7146,482,79.39,2,34,0,2024-09-29 10:00:00
15300,9319,407,25.94,2,22,0,2024-09-29 11:00:00
15301,4376,449,49.95,4,36,1,2024-09-29 12:00:00
15302,10839,420,54.8,4,38,1,2024-09-29 13:00:00
15303,6277,56,28.45,6,41,0,2024-09-29 14:00:00
15304,6230,727,24.09,2,8,0,2024-09-29 15:00:00
15305,12893,832,50.03,2,15,0,2024-09-29 16:00:00
15306,1205,349,23.67,0,21,0,2024-09-29 17:00:00
15307,13983,215,18.55,1,26,0,2024-09-29 18:00:00
15308,1530,687,78.21,3,11,0,2024-09-29 19:00:00
15309,14370,343,29.29,5,15,0,2024-09-29 20:00:00
15310,4574,170,39.68,3,50,0,2024-09-29 21:00:00
15311,1747,923,131.71,1,42,0,2024-09-29 22:00:00
15312,16850,347,16.81,2,10,0,2024-09-29 23:00:00
15313,18817,615,13.31,4,26,0,2024-09-30 00:00:00
15314,19578,731,38.08,3,16,0,2024-09-30 01:00:00
15315,7376,663,57.71,2,5,0,2024-09-30 02:00:00
15316,11769,855,41.32,1,39,0,2024-09-30 03:00:00
15317,11968,597,10.43,4,15,0,2024-09-30 04:00:00
15318,18344,327,36.03,4,36,1,2024-09-30 05:00:00
15319,10614,341,42.79,4,21,0,2024-09-30 06:00:00
15320,3595,429,156.67,4,34,0,2024-09-30 07:00:00
15321,16624,375,13.98,2,45,0,2024-09-30 08:00:00
15322,17204,724,68.26,3,47,0,2024-09-30 09:00:00
15323,11488,376,35.1,3,17,0,2024-09-30 10:00:00
15324,10778,32,113.38,0,37,0,2024-09-30 11:00:00
15325,17197,679,63.86,3,19,0,2024-09-30 12:00:00
15326,19392,438,35.03,2,39,0,2024-09-30 13:00:00
15327,1614,556,61.03,3,50,0,2024-09-30 14:00:00
15328,5641,64,39.57,2,41,0,2024-09-30 15:00:00
15329,15694,710,73.19,3,50,0,2024-09-30 16:00:00
15330,13559,757,88.07,3,37,0,2024-09-30 17:00:00
15331,5634,594,69.13,3,27,1,2024-09-30 18:00:00
15332,7677,390,33.39,2,42,0,2024-09-30 19:00:00
15333,13176,776,11.77,3,43,0,2024-09-30 20:00:00
15334,9675,886,17.44,3,20,0,2024-09-30 21:00:00
15335,13684,578,41.17,3,21,1,2024-09-30 22:00:00
15336,16419,296,54.0,1,44,0,2024-09-30 23:00:00
15337,9792,878,14.9,2,36,0,2024-10-01 00:00:00
15338,5738,959,41.08,3,6,0,2024-10-01 01:00:00
15339,7577,980,26.85,3,4,0,2024-10-01 02:00:00
15340,2913,636,13.53,3,22,0,2024-10-01 03:00:00
15341,1545,170,31.81,5,28,0,2024-10-01 04:00:00
15342,13867,888,60.15,5,42,0,2024-10-01 05:00:00
15343,5898,205,84.81,5,52,1,2024-10-01 06:00:00
15344,4641,870,81.7,3,6,0,2024-10-01 07:00:00
15345,5613,456,45.73,3,25,0,2024-10-01 08:00:00
15346,17289,602,14.99,1,43,0,2024-10-01 09:00:00
15347,1590,190,55.27,5,26,1,2024-10-01 10:00:00
15348,8344,458,12.63,2,35,0,2024-10-01 11:00:00
15349,7552,457,37.67,6,49,0,2024-10-01 12:00:00
15350,6971,988,63.79,2,26,0,2024-10-01 13:00:00
15351,10519,647,16.59,5,21,0,2024-10-01 14:00:00
15352,12605,1,58.58,8,24,0,2024-10-01 15:00:00
15353,19756,97,65.89,3,36,0,2024-10-01 16:00:00
15354,7737,43,120.59,4,50,0,2024-10-01 17:00:00
15355,14379,881,22.22,1,30,0,2024-10-01 18:00:00
15356,15678,13,95.55,2,16,0,2024-10-01 19:00:00
15357,11162,994,31.08,5,24,1,2024-10-01 20:00:00
15358,2008,139,34.55,1,31,0,2024-10-01 21:00:00
15359,8139,495,177.8,5,18,0,2024-10-01 22:00:00
15360,5981,240,45.48,3,28,1,2024-10-01 23:00:00
15361,17520,477,112.01,3,37,0,2024-10-02 00:00:00
15362,11160,496,69.97,3,9,0,2024-10-02 01:00:00
15363,12233,251,37.15,6,24,1,2024-10-02 02:00:00
15364,6007,111,12.21,2,39,0,2024-10-02 03:00:00
15365,10747,987,43.93,3,25,1,2024-10-02 04:00:00
15366,3807,803,33.46,4,35,0,2024-10-02 05:00:00
15367,5827,550,47.18,2,3,0,2024-10-02 06:00:00
15368,14809,217,75.67,2,45,0,2024-10-02 07:00:00
15369,18101,623,48.52,4,16,1,2024-10-02 08:00:00
15370,13569,104,65.61,2,7,0,2024-10-02 09:00:00
15371,7217,685,70.11,3,42,0,2024-10-02 10:00:00
15372,17872,563,85.58,3,17,1,2024-10-02 11:00:00
15373,739,527,62.46,3,12,0,2024-10-02 12:00:00
15374,13007,827,116.31,7,48,0,2024-10-02 13:00:00
15375,4322,578,27.83,1,18,0,2024-10-02 14:00:00
15376,2441,895,100.33,3,48,0,2024-10-02 15:00:00
15377,9021,398,59.94,6,9,0,2024-10-02 16:00:00
15378,7801,14,57.51,6,11,1,2024-10-02 17:00:00
15379,13413,750,20.31,1,41,0,2024-10-02 18:00:00
15380,18531,887,102.91,2,28,0,2024-10-02 19:00:00
15381,11798,937,56.01,4,33,0,2024-10-02 20:00:00
15382,13928,380,19.97,2,44,0,2024-10-02 21:00:00
15383,2476,152,12.55,3,25,1,2024-10-02 22:00:00
15384,15646,901,43.33,0,7,0,2024-10-02 23:00:00
15385,316,290,26.61,2,32,0,2024-10-03 00:00:00
15386,16861,108,27.6,1,13,0,2024-10-03 01:00:00
15387,551,672,14.01,5,52,0,2024-10-03 02:00:00
15388,2473,348,22.65,1,42,0,2024-10-03 03:00:00
15389,8073,46,181.14,5,45,1,2024-10-03 04:00:00
15390,9157,461,51.03,2,23,0,2024-10-03 05:00:00
15391,2187,16,48.3,3,37,0,2024-10-03 06:00:00
15392,4228,597,45.23,2,3,0,2024-10-03 07:00:00
15393,6305,22,83.24,5,19,1,2024-10-03 08:00:00
15394,12705,215,66.35,4,8,0,2024-10-03 09:00:00
15395,8749,800,20.64,2,21,0,2024-10-03 10:00:00
15396,19860,460,44.78,9,35,0,2024-10-03 11:00:00
15397,6309,169,71.71,2,24,0,2024-10-03 12:00:00
15398,17715,534,39.96,4,15,1,2024-10-03 13:00:00
15399,12103,821,49.05,6,25,1,2024-10-03 14:00:00
15400,6880,919,14.24,4,17,1,2024-10-03 15:00:00
15401,9636,931,10.61,0,2,0,2024-10-03 16:00:00
15402,3576,89,83.23,2,51,0,2024-10-03 17:00:00
15403,10928,757,84.59,4,15,0,2024-10-03 18:00:00
15404,11805,239,45.53,3,23,0,2024-10-03 19:00:00
15405,3370,939,94.45,4,34,1,2024-10-03 20:00:00
15406,19643,830,86.12,4,41,0,2024-10-03 21:00:00
15407,17335,45,32.14,4,28,0,2024-10-03 22:00:00
15408,19320,765,43.74,4,18,0,2024-10-03 23:00:00
15409,10691,94,42.15,2,21,0,2024-10-04 00:00:00
15410,12908,441,10.99,3,10,1,2024-10-04 01:00:00
15411,13960,734,10.01,2,26,0,2024-10-04 02:00:00
15412,10354,195,101.13,0,35,0,2024-10-04 03:00:00
15413,19072,760,200.37,4,21,0,2024-10-04 04:00:00
15414,15449,512,80.56,7,29,1,2024-10-04 05:00:00
15415,19083,439,13.71,2,22,0,2024-10-04 06:00:00
15416,11800,671,56.91,1,13,0,2024-10-04 07:00:00
15417,922,228,59.17,2,50,0,2024-10-04 08:00:00
15418,4072,506,25.67,2,35,0,2024-10-04 09:00:00
15419,10127,438,43.41,2,33,0,2024-10-04 10:00:00
15420,8810,932,10.64,1,3,0,2024-10-04 11:00:00
15421,19214,675,41.57,2,23,0,2024-10-04 12:00:00
15422,10661,526,25.71,4,10,0,2024-10-04 13:00:00
15423,1810,150,22.22,3,50,0,2024-10-04 14:00:00
15424,972,399,193.24,3,52,1,2024-10-04 15:00:00
15425,1987,727,65.89,2,19,0,2024-10-04 16:00:00
15426,8366,328,121.52,3,27,0,2024-10-04 17:00:00
15427,16964,690,17.86,5,19,1,2024-10-04 18:00:00
15428,5689,536,23.03,2,42,0,2024-10-04 19:00:00
15429,16858,753,140.77,3,52,0,2024-10-04 20:00:00
15430,13525,426,26.5,3,20,0,2024-10-04 21:00:00
15431,5520,40,115.71,3,43,0,2024-10-04 22:00:00
15432,14960,888,77.19,2,39,0,2024-10-04 23:00:00
15433,2327,945,11.92,3,18,0,2024-10-05 00:00:00
15434,216,737,18.25,1,37,0,2024-10-05 01:00:00
15435,4606,327,50.79,3,35,0,2024-10-05 02:00:00
15436,4691,998,134.48,4,11,0,2024-10-05 03:00:00
15437,15579,740,52.92,0,1,0,2024-10-05 04:00:00
15438,6248,882,69.98,2,40,0,2024-10-05 05:00:00
15439,3123,393,66.02,1,13,0,2024-10-05 06:00:00
15440,8961,482,16.05,5,45,0,2024-10-05 07:00:00
15441,15364,128,98.42,2,29,0,2024-10-05 08:00:00
15442,1113,427,75.84,4,42,1,2024-10-05 09:00:00
15443,4858,574,29.29,2,48,0,2024-10-05 10:00:00
15444,14699,788,40.87,5,22,0,2024-10-05 11:00:00
15445,2078,659,42.69,4,18,0,2024-10-05 12:00:00
15446,18144,224,89.06,3,5,1,2024-10-05 13:00:00
15447,8709,882,162.05,5,46,0,2024-10-05 14:00:00
15448,6637,759,107.53,4,43,0,2024-10-05 15:00:00
15449,11665,533,42.57,7,41,1,2024-10-05 16:00:00
15450,12336,474,30.63,2,31,0,2024-10-05 17:00:00
15451,5473,777,23.14,3,16,0,2024-10-05 18:00:00
15452,1740,868,67.99,6,13,0,2024-10-05 19:00:00
15453,18713,61,37.03,4,26,1,2024-10-05 20:00:00
15454,13812,290,17.67,4,9,0,2024-10-05 21:00:00
15455,8467,108,12.52,2,7,0,2024-10-05 22:00:00
15456,10421,198,53.64,1,43,0,2024-10-05 23:00:00
15457,4567,417,113.34,3,18,0,2024-10-06 00:00:00
15458,679,463,30.08,4,44,0,2024-10-06 01:00:00
15459,895,850,21.88,2,25,0,2024-10-06 02:00:00
15460,14266,87,44.94,4,23,0,2024-10-06 03:00:00
15461,8292,571,79.85,3,10,1,2024-10-06 04:00:00
15462,6163,327,11.79,1,40,0,2024-10-06 05:00:00
15463,14426,654,114.63,1,36,0,2024-10-06 06:00:00
15464,6634,462,245.72,4,40,0,2024-10-06 07:00:00
15465,5779,53,39.56,6,28,0,2024-10-06 08:00:00
15466,5435,438,103.03,2,47,0,2024-10-06 09:00:00
15467,5437,256,37.09,1,50,0,2024-10-06 10:00:00
15468,8224,596,15.55,1,42,0,2024-10-06 11:00:00
15469,17965,354,44.89,3,24,1,2024-10-06 12:00:00
15470,2467,862,19.77,2,51,0,2024-10-06 13:00:00
15471,19894,300,20.62,1,13,0,2024-10-06 14:00:00
15472,17386,925,89.32,4,43,1,2024-10-06 15:00:00
15473,11394,135,15.43,0,26,0,2024-10-06 16:00:00
15474,4833,350,27.4,8,53,0,2024-10-06 17:00:00
15475,11210,235,32.49,2,22,0,2024-10-06 18:00:00
15476,10029,862,129.99,2,6,0,2024-10-06 19:00:00
15477,8865,46,57.08,3,15,0,2024-10-06 20:00:00
15478,16098,602,12.91,1,18,0,2024-10-06 21:00:00
15479,7786,709,26.5,3,51,0,2024-10-06 22:00:00
15480,15335,857,13.3,1,16,0,2024-10-06 23:00:00
15481,4677,631,76.58,6,12,1,2024-10-07 00:00:00
15482,7817,606,20.8,6,30,0,2024-10-07 01:00:00
15483,11508,162,22.62,2,44,0,2024-10-07 02:00:00
15484,15721,302,16.43,1,17,0,2024-10-07 03:00:00
15485,5611,497,68.33,3,36,1,2024-10-07 04:00:00
15486,7451,531,46.49,3,10,0,2024-10-07 05:00:00
15487,6313,491,25.38,1,44,0,2024-10-07 06:00:00
15488,13651,30,88.65,6,32,1,2024-10-07 07:00:00
15489,15304,264,53.63,3,10,0,2024-10-07 08:00:00
15490,18405,86,20.02,3,19,0,2024-10-07 09:00:00
15491,8403,990,10.93,1,17,0,2024-10-07 10:00:00
15492,3179,274,14.72,0,14,0,2024-10-07 11:00:00
15493,317,983,30.37,1,50,0,2024-10-07 12:00:00
15494,4418,828,14.09,5,41,1,2024-10-07 13:00:00
15495,15565,88,23.97,3,7,0,2024-10-07 14:00:00
15496,12512,812,14.02,2,50,0,2024-10-07 15:00:00
15497,8089,108,13.87,3,15,0,2024-10-07 16:00:00
15498,2667,52,28.42,5,8,0,2024-10-07 17:00:00
15499,17470,366,46.03,0,17,0,2024-10-07 18:00:00
15500,13325,976,31.03,6,24,0,2024-10-07 19:00:00
15501,3864,520,15.42,3,29,0,2024-10-07 20:00:00
15502,11245,397,12.85,2,15,0,2024-10-07 21:00:00
15503,4027,938,20.9,4,30,1,2024-10-07 22:00:00
15504,8781,846,70.15,2,36,0,2024-10-07 23:00:00
15505,6239,788,65.18,6,33,0,2024-10-08 00:00:00
15506,8870,736,122.45,6,8,0,2024-10-08 01:00:00
15507,18234,163,131.74,1,35,0,2024-10-08 02:00:00
15508,12958,840,83.91,1,38,0,2024-10-08 03:00:00
15509,15328,834,10.86,7,36,0,2024-10-08 04:00:00
15510,17694,996,15.74,2,16,0,2024-10-08 05:00:00
15511,17975,599,77.32,4,11,1,2024-10-08 06:00:00
15512,11438,817,97.54,4,22,0,2024-10-08 07:00:00
15513,15633,194,57.31,2,42,0,2024-10-08 08:00:00
15514,7522,348,32.61,5,28,0,2024-10-08 09:00:00
15515,14135,709,20.17,3,25,1,2024-10-08 10:00:00
15516,3974,473,66.42,2,37,0,2024-10-08 11:00:00
15517,6594,385,36.61,5,29,1,2024-10-08 12:00:00
15518,17221,179,33.17,2,35,0,2024-10-08 13:00:00
15519,9258,342,41.73,2,51,0,2024-10-08 14:00:00
15520,3046,199,100.5,1,42,0,2024-10-08 15:00:00
15521,4432,566,61.46,3,40,0,2024-10-08 16:00:00
15522,12254,983,50.52,3,41,0,2024-10-08 17:00:00
15523,13322,728,29.26,4,20,0,2024-10-08 18:00:00
15524,1960,26,29.7,3,42,0,2024-10-08 19:00:00
15525,18100,846,231.79,3,26,0,2024-10-08 20:00:00
15526,13080,351,41.91,2,32,0,2024-10-08 21:00:00
15527,2407,475,23.17,3,40,0,2024-10-08 22:00:00
15528,7247,790,73.92,1,30,0,2024-10-08 23:00:00
15529,133,177,79.44,4,45,0,2024-10-09 00:00:00
15530,8868,621,33.87,3,41,1,2024-10-09 01:00:00
15531,7155,430,87.32,2,39,0,2024-10-09 02:00:00
15532,13290,996,111.98,6,46,0,2024-10-09 03:00:00
15533,790,145,98.5,3,8,1,2024-10-09 04:00:00
15534,5512,876,13.76,6,29,0,2024-10-09 05:00:00
15535,991,606,88.6,2,32,0,2024-10-09 06:00:00
15536,14900,444,35.64,2,3,0,2024-10-09 07:00:00
15537,19841,469,15.64,3,15,0,2024-10-09 08:00:00
15538,8988,648,121.39,2,35,0,2024-10-09 09:00:00
15539,13599,189,43.6,2,25,0,2024-10-09 10:00:00
15540,7989,61,114.79,3,30,1,2024-10-09 11:00:00
15541,14727,770,55.64,3,6,0,2024-10-09 12:00:00
15542,6274,48,29.68,0,9,0,2024-10-09 13:00:00
15543,17983,757,53.13,6,26,0,2024-10-09 14:00:00
15544,6697,814,168.49,3,34,1,2024-10-09 15:00:00
15545,18417,829,58.66,2,10,0,2024-10-09 16:00:00
15546,7959,390,94.14,2,25,0,2024-10-09 17:00:00
15547,9906,525,110.05,4,40,1,2024-10-09 18:00:00
15548,3543,413,34.82,0,45,0,2024-10-09 19:00:00
15549,1697,63,18.52,1,12,0,2024-10-09 20:00:00
15550,10283,867,195.66,4,19,0,2024-10-09 21:00:00
15551,9683,734,119.71,3,45,1,2024-10-09 22:00:00
15552,3127,558,54.92,1,32,0,2024-10-09 23:00:00
15553,3426,418,155.94,3,32,1,2024-10-10 00:00:00
15554,8869,340,57.37,3,6,1,2024-10-10 01:00:00
15555,1273,106,58.65,6,35,1,2024-10-10 02:00:00
15556,17735,911,59.6,6,30,0,2024-10-10 03:00:00
15557,12417,890,97.23,5,44,1,2024-10-10 04:00:00
15558,7935,330,28.76,4,27,0,2024-10-10 05:00:00
15559,4004,237,28.58,3,4,0,2024-10-10 06:00:00
15560,3265,280,11.66,3,47,0,2024-10-10 07:00:00
15561,689,850,92.73,3,6,1,2024-10-10 08:00:00
15562,17967,387,25.28,4,27,0,2024-10-10 09:00:00
15563,15999,28,22.37,2,46,0,2024-10-10 10:00:00
15564,9516,946,42.25,2,17,0,2024-10-10 11:00:00
15565,4908,588,107.67,4,28,0,2024-10-10 12:00:00
15566,365,737,55.66,3,38,0,2024-10-10 13:00:00
15567,16900,400,102.44,7,36,0,2024-10-10 14:00:00
15568,16960,945,10.02,1,21,0,2024-10-10 15:00:00
15569,4918,682,20.5,3,17,1,2024-10-10 16:00:00
15570,12147,771,73.12,1,40,0,2024-10-10 17:00:00
15571,6909,673,26.69,4,42,0,2024-10-10 18:00:00
15572,8143,728,149.38,3,15,0,2024-10-10 19:00:00
15573,7910,257,80.39,3,29,0,2024-10-10 20:00:00
15574,14331,819,70.27,1,19,0,2024-10-10 21:00:00
15575,1374,381,10.83,1,43,0,2024-10-10 22:00:00
15576,18517,490,68.82,4,50,0,2024-10-10 23:00:00
15577,6471,974,47.2,1,34,0,2024-10-11 00:00:00
15578,18924,649,19.49,6,52,1,2024-10-11 01:00:00
15579,19141,227,54.2,5,20,1,2024-10-11 02:00:00
15580,13864,528,15.57,3,7,0,2024-10-11 03:00:00
15581,9883,201,43.31,1,41,0,2024-10-11 04:00:00
15582,18934,716,20.62,3,40,1,2024-10-11 05:00:00
15583,10151,415,10.53,4,42,1,2024-10-11 06:00:00
15584,5243,305,33.14,1,12,0,2024-10-11 07:00:00
15585,8924,774,32.99,3,43,1,2024-10-11 08:00:00
15586,14113,871,46.31,1,43,0,2024-10-11 09:00:00
15587,17218,116,173.2,2,30,0,2024-10-11 10:00:00
15588,10345,798,14.14,3,19,1,2024-10-11 11:00:00
15589,13511,493,22.68,4,29,1,2024-10-11 12:00:00
15590,14861,875,39.94,3,33,0,2024-10-11 13:00:00
15591,13152,685,31.49,2,44,0,2024-10-11 14:00:00
15592,16669,100,51.55,5,11,0,2024-10-11 15:00:00
15593,7492,857,91.47,2,6,0,2024-10-11 16:00:00
15594,3539,797,37.09,4,9,1,2024-10-11 17:00:00
15595,4234,180,28.49,4,41,1,2024-10-11 18:00:00
15596,16460,285,22.93,2,11,0,2024-10-11 19:00:00
15597,15034,119,87.55,0,6,0,2024-10-11 20:00:00
15598,14038,982,14.85,3,30,0,2024-10-11 21:00:00
15599,9088,580,43.25,3,14,0,2024-10-11 22:00:00
15600,13667,104,33.37,3,38,0,2024-10-11 23:00:00
15601,12986,201,60.07,2,18,0,2024-10-12 00:00:00
15602,1745,85,49.13,6,49,1,2024-10-12 01:00:00
15603,7238,751,31.28,2,42,0,2024-10-12 02:00:00
15604,3342,488,15.58,2,12,0,2024-10-12 03:00:00
15605,18092,267,17.33,3,4,1,2024-10-12 04:00:00
15606,4252,589,67.17,1,29,0,2024-10-12 05:00:00
15607,13501,148,43.97,7,49,0,2024-10-12 06:00:00
15608,13222,74,87.7,4,17,1,2024-10-12 07:00:00
15609,13511,185,139.66,1,46,0,2024-10-12 08:00:00
15610,13387,215,66.14,7,34,1,2024-10-12 09:00:00
15611,15905,765,131.58,2,50,0,2024-10-12 10:00:00
15612,3779,608,11.4,3,43,1,2024-10-12 11:00:00
15613,5014,728,48.55,0,9,0,2024-10-12 12:00:00
15614,6237,428,25.53,4,50,0,2024-10-12 13:00:00
15615,646,651,20.95,5,20,1,2024-10-12 14:00:00
15616,2240,998,26.45,3,24,0,2024-10-12 15:00:00
15617,9654,896,95.59,2,43,0,2024-10-12 16:00:00
15618,18663,929,59.7,3,23,0,2024-10-12 17:00:00
